Id,MSSubClass,MSZoning,LotArea,Street,Alley,Utilities,LotConfig,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,RoofMatl,Exterior1st,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageCars,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,Fence,MiscFeature,MiscVal,SaleType,SalePrice
658,70,RL,7200,Pave,NA,AllPub,Inside,1Fam,2Story,7,6,1931,Gable,CompShg,Stucco,None,0,TA,Fa,BrkTil,Gd,TA,776,GasA,TA,Y,SBrkr,851,651,1502,0,0,1,1,3,1,TA,6,Typ,1,Attchd,1,P,0,0,112,0,0,MnPrv,NA,0,WD,149000
659,50,RL,17503,Pave,NA,AllPub,Inside,1Fam,1.5Fin,6,5,1948,Gable,CompShg,VinylSd,None,0,TA,TA,CBlock,TA,TA,912,GasA,TA,Y,SBrkr,912,546,1458,0,1,1,0,3,1,TA,6,Typ,1,Attchd,1,Y,192,0,0,0,0,NA,NA,0,WD,97500
660,20,RL,9937,Pave,NA,AllPub,Corner,1Fam,1Story,5,7,1964,Hip,CompShg,MetalSd,None,0,TA,Gd,PConc,TA,TA,1486,GasA,Ex,Y,SBrkr,1486,0,1486,1,0,1,0,3,1,TA,7,Typ,0,Detchd,2,Y,0,0,0,0,0,MnPrv,NA,0,WD,167000
661,60,RL,12384,Pave,NA,AllPub,CulDSac,1Fam,2Story,7,7,1976,Gable,CompShg,Plywood,BrkFace,233,TA,TA,CBlock,Gd,TA,793,GasA,TA,Y,SBrkr,1142,793,1935,0,0,2,1,3,1,TA,7,Typ,1,Attchd,2,Y,0,113,252,0,0,NA,NA,0,WD,197900
662,60,RL,46589,Pave,NA,AllPub,CulDSac,1Fam,2Story,8,7,1994,Hip,CompShg,VinylSd,BrkFace,528,Gd,TA,PConc,Gd,Gd,1629,GasA,Ex,Y,SBrkr,1686,762,2448,1,0,2,1,4,1,Gd,8,Typ,1,Attchd,3,Y,517,76,0,0,0,NA,NA,0,WD,402000
663,20,RL,13560,Pave,NA,AllPub,Corner,1Fam,1Story,6,3,1968,Hip,CompShg,Wd Sdng,BrkFace,216,TA,TA,CBlock,Fa,Fa,1392,GasA,Gd,Y,SBrkr,1392,0,1392,1,0,1,0,2,1,TA,5,Maj2,2,Attchd,2,Y,0,0,240,0,0,NA,NA,0,WD,110000
664,85,RL,10012,Pave,NA,AllPub,Inside,1Fam,SFoyer,4,5,1972,Gable,CompShg,Plywood,None,0,TA,TA,CBlock,Gd,TA,1138,GasA,TA,Y,SBrkr,1181,0,1181,1,0,2,0,3,1,TA,6,Typ,0,Detchd,2,Y,0,0,180,0,0,MnPrv,NA,0,WD,137500
665,20,RL,20896,Pave,NA,AllPub,CulDSac,1Fam,1Story,8,5,2005,Gable,CompShg,VinylSd,None,0,Gd,TA,PConc,Ex,TA,2077,GasA,Ex,Y,SBrkr,2097,0,2097,1,0,1,1,1,1,Ex,8,Typ,1,Attchd,3,Y,192,267,0,0,0,NA,NA,0,New,423000
666,60,RL,11194,Pave,NA,AllPub,Corner,1Fam,2Story,8,5,2000,Gable,CompShg,VinylSd,BrkFace,40,Gd,TA,PConc,Gd,TA,1406,GasA,Ex,Y,SBrkr,1454,482,1936,0,0,2,1,3,1,Gd,7,Typ,1,Attchd,2,Y,188,124,0,0,0,NA,NA,0,WD,230500
667,60,RL,18450,Pave,NA,AllPub,Inside,1Fam,2Story,6,5,1965,Flat,Tar&Grv,Plywood,BrkCmn,113,TA,Gd,CBlock,Gd,TA,1021,GasA,TA,Y,SBrkr,1465,915,2380,0,0,2,1,3,1,TA,7,Sev,1,CarPort,2,Y,0,265,0,0,0,NA,NA,0,WD,129000
668,20,RL,8125,Pave,NA,AllPub,Inside,1Fam,1Story,6,5,1994,Gable,CompShg,HdBoard,BrkFace,258,TA,TA,PConc,Gd,TA,1408,GasA,Ex,Y,SBrkr,1679,0,1679,1,0,2,0,3,1,Gd,7,Typ,1,Attchd,2,Y,224,42,0,0,0,NA,NA,0,WD,193500
669,20,RL,14175,Pave,NA,AllPub,Corner,1Fam,1Story,5,6,1956,Gable,CompShg,CemntBd,None,0,TA,TA,CBlock,TA,TA,1188,GasA,Gd,Y,SBrkr,1437,0,1437,1,0,1,1,3,1,TA,6,Min2,1,Detchd,2,Y,304,0,0,0,0,NA,NA,0,WD,168000
670,30,RL,11600,Pave,NA,AllPub,Inside,1Fam,1Story,4,5,1922,Gable,CompShg,MetalSd,None,0,TA,TA,BrkTil,Fa,TA,700,GasA,Ex,Y,SBrkr,1180,0,1180,0,0,1,0,2,1,Fa,5,Typ,1,Detchd,1,Y,0,0,67,0,0,NA,NA,0,WD,137500
671,60,RL,8633,Pave,NA,AllPub,FR2,1Fam,2Story,6,5,2005,Gable,CompShg,VinylSd,None,0,Gd,TA,PConc,Gd,TA,738,GasA,Ex,Y,SBrkr,738,738,1476,1,0,2,1,3,1,Gd,7,Typ,0,Attchd,2,Y,100,35,0,0,0,NA,NA,0,WD,173500
672,70,RH,6629,Pave,NA,AllPub,Inside,1Fam,2Story,6,6,1925,Gambrel,CompShg,Wd Sdng,None,0,TA,Gd,BrkTil,TA,TA,672,GasA,TA,N,SBrkr,697,672,1369,1,0,2,0,3,1,TA,6,Typ,0,Detchd,1,Y,147,0,0,0,0,NA,NA,0,WD,103600
673,20,RL,11250,Pave,NA,AllPub,Inside,1Fam,1Story,6,6,1977,Gable,CompShg,Plywood,None,0,Gd,TA,CBlock,Gd,TA,1208,GasA,TA,Y,SBrkr,1208,0,1208,1,0,1,1,3,1,TA,6,Typ,1,Attchd,2,Y,198,42,0,0,0,NA,NA,0,WD,165000
674,20,RL,14442,Pave,NA,AllPub,Inside,1Fam,1Story,6,7,1957,Hip,CompShg,CemntBd,BrkFace,106,TA,TA,PConc,TA,TA,1477,GasA,Ex,Y,SBrkr,1839,0,1839,1,0,2,0,3,1,Gd,7,Typ,2,Attchd,2,Y,0,87,0,0,200,NA,NA,0,WD,257500
675,20,RL,9200,Pave,NA,AllPub,Inside,1Fam,1Story,6,6,1965,Gable,CompShg,HdBoard,None,0,TA,TA,CBlock,TA,TA,1136,GasA,TA,Y,SBrkr,1136,0,1136,1,0,1,0,3,1,TA,5,Typ,1,Attchd,1,Y,426,0,0,0,0,NA,NA,0,WD,140000
676,160,RL,2289,Pave,NA,AllPub,Inside,Twnhs,2Story,6,6,1978,Gable,CompShg,Plywood,None,0,TA,TA,CBlock,TA,TA,855,GasA,TA,Y,SBrkr,855,586,1441,0,0,2,1,3,1,TA,7,Typ,1,Attchd,2,Y,28,0,0,0,0,NA,NA,0,WD,148500
677,70,RM,9600,Pave,Grvl,AllPub,Inside,1Fam,2Story,4,2,1900,Gable,CompShg,AsbShng,None,0,TA,TA,BrkTil,TA,Fa,1095,GasW,Fa,N,SBrkr,1095,679,1774,1,0,2,0,4,2,TA,8,Min2,0,2Types,3,N,0,0,90,0,0,NA,NA,0,WD,87000
678,30,RL,9022,Pave,NA,AllPub,Inside,1Fam,1Story,5,8,1924,Gable,CompShg,VinylSd,None,0,Gd,TA,BrkTil,TA,TA,768,GasA,Ex,Y,SBrkr,792,0,792,0,0,1,0,2,1,Gd,5,Typ,0,Detchd,1,N,316,0,120,0,0,NA,NA,0,WD,109500
679,20,RL,11844,Pave,NA,AllPub,Inside,1Fam,1Story,8,5,2008,Hip,CompShg,VinylSd,Stone,464,Gd,TA,PConc,Ex,TA,2046,GasA,Ex,Y,SBrkr,2046,0,2046,0,0,2,1,3,1,Gd,7,Typ,1,Attchd,3,Y,322,82,0,0,0,NA,NA,0,New,372500
680,20,RL,9945,Pave,NA,AllPub,Inside,1Fam,1Story,5,5,1961,Hip,CompShg,Wd Sdng,BrkFace,57,TA,TA,CBlock,TA,TA,988,GasA,TA,Y,SBrkr,988,0,988,1,0,1,0,3,1,TA,5,Typ,0,Detchd,2,Y,0,0,0,0,0,NA,NA,0,WD,128500
681,120,RL,8012,Pave,NA,AllPub,Inside,TwnhsE,1Story,6,5,1980,Gable,CompShg,Plywood,None,0,TA,TA,CBlock,Gd,TA,923,GasA,TA,Y,SBrkr,923,0,923,0,0,2,0,2,1,TA,5,Typ,1,Attchd,1,Y,80,0,0,0,0,NA,NA,0,WD,143000
682,50,RH,4500,Pave,Pave,AllPub,Inside,1Fam,1.5Fin,5,5,1932,Gable,CompShg,VinylSd,None,0,TA,TA,BrkTil,TA,TA,793,GasA,Ex,Y,SBrkr,848,672,1520,0,0,1,0,3,1,TA,6,Typ,0,Detchd,1,Y,0,0,56,0,0,NA,NA,0,WD,159434
683,120,RL,2887,Pave,NA,AllPub,Inside,1Fam,1Story,6,5,1996,Gable,CompShg,Wd Sdng,None,0,TA,TA,PConc,Gd,TA,1291,GasA,Ex,Y,SBrkr,1291,0,1291,1,0,1,0,2,1,Gd,6,Typ,1,Attchd,2,Y,307,0,0,0,0,NA,NA,0,WD,173000
684,20,RL,11248,Pave,NA,AllPub,Corner,1Fam,1Story,9,5,2002,Hip,CompShg,VinylSd,Stone,215,Gd,TA,PConc,Gd,TA,1626,GasA,Ex,Y,SBrkr,1668,0,1668,1,0,2,0,3,1,Gd,7,Typ,1,Attchd,3,Y,257,45,0,0,0,NA,NA,0,WD,285000
685,60,RL,16770,Pave,NA,AllPub,CulDSac,1Fam,2Story,7,5,1998,Gable,CompShg,VinylSd,BrkFace,30,Gd,TA,PConc,Gd,TA,1195,GasA,Gd,Y,SBrkr,1195,644,1839,0,0,2,1,4,1,TA,7,Typ,0,Attchd,2,Y,0,81,0,0,0,NA,NA,0,WD,221000
686,160,RL,5062,Pave,NA,AllPub,CulDSac,TwnhsE,2Story,7,5,1984,Gable,CompShg,HdBoard,None,0,Gd,TA,CBlock,Gd,TA,1190,GasA,Gd,Y,SBrkr,1190,900,2090,1,0,2,0,3,1,Gd,6,Min1,1,Attchd,2,Y,219,0,0,0,0,NA,NA,0,WD,207500
687,60,FV,10207,Pave,NA,AllPub,Inside,1Fam,2Story,7,6,2007,Gable,CompShg,VinylSd,None,0,Gd,TA,PConc,Gd,TA,874,GasA,Ex,Y,SBrkr,874,887,1761,0,0,3,0,3,1,Gd,7,Typ,0,Attchd,2,Y,144,105,0,0,0,NA,NA,0,New,227875
688,160,FV,5105,Pave,NA,AllPub,FR2,TwnhsE,2Story,7,5,2004,Gable,CompShg,MetalSd,None,0,Gd,TA,PConc,Gd,TA,551,GasA,Ex,Y,SBrkr,551,551,1102,0,0,2,1,2,1,Gd,4,Typ,0,Detchd,2,Y,0,60,0,0,0,NA,NA,0,WD,148800
689,20,RL,8089,Pave,NA,AllPub,Inside,1Fam,1Story,8,6,2007,Gable,CompShg,MetalSd,BrkFace,0,Gd,TA,PConc,Gd,TA,1419,GasA,Ex,Y,SBrkr,1419,0,1419,1,0,2,0,2,1,Gd,7,Typ,1,Attchd,2,Y,140,0,0,0,0,NA,NA,0,New,392000
690,120,RL,7577,Pave,NA,AllPub,Corner,TwnhsE,1Story,6,5,2005,Gable,CompShg,VinylSd,Stone,256,Gd,TA,PConc,Gd,TA,1362,GasA,Ex,Y,SBrkr,1362,0,1362,0,0,2,0,2,1,Gd,6,Typ,1,Attchd,2,Y,192,28,0,0,0,NA,NA,0,WD,194700
691,120,RM,4426,Pave,NA,AllPub,Inside,TwnhsE,1Story,6,5,2004,Gable,CompShg,VinylSd,BrkFace,147,Gd,TA,PConc,Gd,TA,848,GasA,Ex,Y,SBrkr,848,0,848,1,0,1,0,1,1,Gd,3,Typ,1,Attchd,2,Y,149,0,0,0,0,NA,NA,0,WD,141000
692,60,RL,21535,Pave,NA,AllPub,Corner,1Fam,2Story,10,6,1994,Gable,WdShngl,HdBoard,BrkFace,1170,Ex,TA,PConc,Ex,TA,2444,GasA,Ex,Y,SBrkr,2444,1872,4316,0,1,3,1,4,1,Ex,10,Typ,2,Attchd,3,Y,382,50,0,0,0,NA,NA,0,WD,755000
693,60,RL,26178,Pave,NA,AllPub,Inside,1Fam,2Story,7,5,1989,Hip,CompShg,MetalSd,BrkFace,293,Gd,TA,PConc,Gd,TA,1210,GasA,Ex,Y,SBrkr,1238,1281,2519,1,0,2,1,4,1,Gd,9,Typ,2,Attchd,2,Y,320,27,0,0,0,NA,NA,0,WD,335000
694,30,RL,5400,Pave,NA,AllPub,Corner,1Fam,1Story,5,6,1921,Gable,CompShg,MetalSd,None,0,TA,TA,BrkTil,TA,TA,1073,GasA,Ex,Y,SBrkr,1073,0,1073,0,0,1,0,2,1,TA,4,Typ,0,Detchd,1,Y,0,0,112,0,0,NA,NA,0,WD,108480
695,50,RM,6120,Pave,NA,AllPub,Corner,1Fam,1.5Fin,5,6,1936,Gable,CompShg,Wd Sdng,None,0,TA,Fa,BrkTil,TA,TA,927,GasA,TA,Y,SBrkr,1067,472,1539,0,0,1,1,3,1,TA,5,Typ,0,Detchd,2,Y,112,0,0,0,0,MnPrv,NA,0,WD,141500
696,20,RL,13811,Pave,NA,AllPub,Inside,1Fam,1Story,6,6,1987,Gable,CompShg,HdBoard,BrkFace,72,TA,TA,CBlock,Gd,Gd,1112,GasA,Gd,Y,SBrkr,1137,0,1137,1,0,2,0,2,1,Gd,5,Typ,1,Attchd,2,Y,125,0,0,0,0,NA,NA,0,WD,176000
697,30,RM,6000,Pave,NA,AllPub,Inside,1Fam,1Story,5,7,1921,Gable,CompShg,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,616,GasA,Gd,Y,SBrkr,616,0,616,0,0,1,0,2,1,TA,4,Typ,0,Detchd,1,Y,0,0,129,0,0,NA,NA,0,WD,89000
698,20,RL,6420,Pave,NA,AllPub,Inside,1Fam,1Story,5,7,1952,Gable,CompShg,Wd Sdng,None,0,TA,TA,PConc,Ex,Gd,980,GasA,Fa,Y,FuseA,1148,0,1148,0,1,1,0,2,1,TA,6,Typ,0,Detchd,1,Y,0,0,0,0,0,NA,NA,0,WD,123500
699,20,RL,8450,Pave,NA,AllPub,Inside,1Fam,1Story,5,8,1965,Gable,CompShg,MetalSd,None,0,TA,Gd,CBlock,TA,TA,894,GasA,Ex,Y,SBrkr,894,0,894,1,0,1,0,3,1,TA,5,Typ,1,Detchd,1,Y,416,144,0,0,0,MnPrv,NA,0,WD,138500
700,120,FV,4282,Pave,Pave,AllPub,Inside,TwnhsE,1Story,7,5,2004,Gable,CompShg,MetalSd,None,0,Gd,TA,PConc,Gd,TA,1391,GasA,Ex,Y,SBrkr,1391,0,1391,0,0,2,0,2,1,Gd,5,Typ,0,Attchd,2,Y,156,158,0,0,0,NA,NA,0,WD,196000
701,20,RL,14331,Pave,NA,AllPub,Inside,1Fam,1Story,8,5,2002,Hip,CompShg,VinylSd,BrkFace,630,Gd,TA,PConc,Ex,TA,1800,GasA,Ex,Y,SBrkr,1800,0,1800,1,0,2,0,3,1,Gd,7,Typ,1,Attchd,3,Y,270,78,0,0,0,NA,NA,0,WD,312500
702,20,RL,9600,Pave,NA,AllPub,Inside,1Fam,1Story,7,5,1969,Hip,CompShg,HdBoard,BrkFace,168,TA,TA,CBlock,TA,TA,1164,GasA,TA,Y,SBrkr,1164,0,1164,0,0,1,1,3,1,TA,6,Typ,0,Attchd,2,Y,0,0,0,0,0,NA,NA,0,COD,140000
703,60,RL,12438,Pave,NA,AllPub,Inside,1Fam,2Story,8,5,2006,Hip,CompShg,VinylSd,BrkFace,466,Ex,TA,PConc,Ex,Gd,1234,GasA,Ex,Y,SBrkr,1264,1312,2576,0,0,2,1,4,1,Ex,10,Typ,1,BuiltIn,3,Y,324,100,0,0,0,NA,NA,0,New,361919
704,190,RM,7630,Pave,NA,AllPub,Inside,2fmCon,2Story,5,9,1900,Gable,CompShg,Wd Sdng,None,0,TA,Gd,BrkTil,Gd,TA,360,GasA,Gd,Y,SBrkr,1032,780,1812,0,0,2,0,4,2,Gd,8,Typ,1,Detchd,2,N,344,0,40,0,0,MnPrv,NA,0,WD,140000
705,20,RL,8400,Pave,NA,AllPub,Inside,1Fam,1Story,7,5,2004,Gable,CompShg,VinylSd,BrkFace,109,Gd,TA,PConc,Gd,TA,1473,GasA,Ex,Y,SBrkr,1484,0,1484,1,0,2,0,3,1,Gd,7,Typ,0,Attchd,2,Y,0,35,0,144,0,NA,NA,0,WD,213000
707,20,RL,115149,Pave,NA,AllPub,CulDSac,1Fam,1Story,7,5,1971,Gable,CompShg,Plywood,Stone,351,TA,TA,CBlock,Gd,TA,1643,GasA,TA,Y,SBrkr,1824,0,1824,1,0,2,0,2,1,Gd,5,Typ,2,Attchd,2,Y,380,48,0,0,0,NA,NA,0,WD,302000
708,120,RL,6240,Pave,NA,AllPub,Inside,TwnhsE,1Story,8,5,2006,Hip,CompShg,MetalSd,BrkFace,176,Gd,TA,PConc,Gd,TA,1324,GasA,Ex,Y,SBrkr,1324,0,1324,1,0,2,0,2,1,Gd,6,Typ,1,Attchd,2,Y,192,38,0,0,0,NA,NA,0,WD,254000
709,60,RL,9018,Pave,NA,AllPub,Inside,1Fam,2Story,7,5,2007,Hip,CompShg,VinylSd,None,0,Gd,TA,PConc,Gd,TA,728,GasA,Ex,Y,SBrkr,728,728,1456,0,0,2,1,3,1,Gd,8,Typ,1,Attchd,2,Y,100,24,0,0,0,NA,NA,0,New,179540
710,20,RL,7162,Pave,NA,AllPub,Inside,1Fam,1Story,5,7,1966,Gable,CompShg,HdBoard,BrkCmn,41,TA,TA,PConc,TA,TA,876,GasA,TA,Y,SBrkr,904,0,904,0,0,1,0,3,1,TA,6,Typ,0,Attchd,1,Y,0,0,0,0,0,MnPrv,NA,0,WD,109900
711,30,RL,4130,Pave,NA,AllPub,Inside,1Fam,1Story,3,6,1935,Gable,CompShg,VinylSd,None,0,Gd,TA,CBlock,TA,TA,270,GasA,Gd,Y,SBrkr,729,0,729,0,0,1,0,2,1,TA,5,Maj2,0,NA,0,N,0,0,0,0,0,NA,NA,0,WD,52000
712,50,C (all),8712,Pave,Pave,AllPub,Inside,1Fam,1.5Fin,4,7,1900,Gable,CompShg,MetalSd,None,0,TA,TA,Stone,TA,TA,859,GasA,Gd,Y,SBrkr,859,319,1178,0,0,1,0,2,1,TA,7,Typ,0,Detchd,1,N,68,0,98,0,0,NA,NA,0,WD,102776
713,120,RL,4671,Pave,NA,AllPub,Inside,TwnhsE,1Story,8,5,1988,Gable,CompShg,HdBoard,None,0,Gd,TA,PConc,Gd,TA,1228,GasA,Gd,Y,SBrkr,1228,0,1228,1,0,2,0,2,1,Gd,5,Typ,1,Attchd,2,Y,168,120,0,0,0,NA,NA,0,WD,189000
714,190,RL,9873,Pave,NA,AllPub,Inside,2fmCon,1Story,4,5,1970,Gable,CompShg,HdBoard,BrkFace,160,TA,TA,CBlock,TA,TA,960,GasW,TA,N,SBrkr,960,0,960,1,0,1,0,3,1,TA,6,Typ,0,Detchd,2,Y,0,288,0,0,0,NA,NA,0,WD,129000
715,60,RL,13517,Pave,NA,AllPub,CulDSac,1Fam,2Story,6,8,1976,Gable,CompShg,HdBoard,BrkFace,289,Gd,TA,CBlock,TA,TA,725,GasA,Ex,Y,SBrkr,725,754,1479,0,0,2,1,3,1,Gd,6,Typ,0,Attchd,2,Y,0,44,0,0,0,NA,NA,0,WD,130500
716,20,RL,10140,Pave,NA,AllPub,Inside,1Fam,1Story,6,5,1974,Hip,CompShg,HdBoard,BrkFace,174,TA,TA,CBlock,Gd,TA,1064,GasA,TA,Y,SBrkr,1350,0,1350,0,0,2,0,3,1,TA,7,Typ,1,Attchd,2,Y,0,0,0,0,0,MnPrv,NA,0,WD,165000
717,70,RM,10800,Pave,Grvl,AllPub,Inside,1Fam,2Story,7,8,1890,Gable,CompShg,Wd Sdng,None,0,TA,Gd,BrkTil,TA,TA,718,GasA,Ex,Y,SBrkr,1576,978,2554,0,0,1,1,3,1,TA,8,Typ,0,Detchd,2,P,0,48,143,0,0,NA,NA,0,WD,159500
718,20,RL,10000,Pave,NA,AllPub,Inside,1Fam,1Story,5,6,1973,Gable,CompShg,HdBoard,None,0,TA,TA,CBlock,Gd,TA,1176,GasA,Gd,Y,SBrkr,1178,0,1178,0,1,1,1,3,1,Gd,5,Typ,1,Attchd,2,Y,224,0,0,0,0,MnPrv,NA,0,WD,157000
719,60,RL,10542,Pave,NA,AllPub,Inside,1Fam,2Story,7,5,1993,Hip,CompShg,Wd Sdng,BrkFace,651,Gd,TA,PConc,Gd,TA,1311,GasA,Ex,Y,SBrkr,1325,1093,2418,1,0,2,1,3,1,Gd,9,Typ,1,Attchd,3,Y,250,154,216,0,0,NA,NA,0,WD,341000
720,20,RL,9920,Pave,NA,AllPub,Inside,1Fam,1Story,5,6,1969,Gable,CompShg,HdBoard,None,0,TA,TA,CBlock,Gd,TA,971,GasA,TA,Y,SBrkr,971,0,971,0,0,1,1,3,1,TA,5,Typ,1,Attchd,1,Y,0,0,0,0,0,NA,NA,0,WD,128500
721,120,RL,6563,Pave,NA,AllPub,CulDSac,1Fam,1Story,8,5,1985,Gable,CompShg,HdBoard,None,0,Gd,TA,PConc,Gd,TA,1742,GasA,TA,Y,SBrkr,1742,0,1742,1,0,2,0,2,1,Gd,5,Typ,1,Attchd,2,Y,114,28,234,0,0,NA,NA,0,WD,275000
722,120,RM,4426,Pave,NA,AllPub,Inside,TwnhsE,1Story,6,5,2004,Gable,CompShg,VinylSd,BrkFace,169,Gd,TA,PConc,Gd,TA,848,GasA,Ex,Y,SBrkr,848,0,848,1,0,1,0,1,1,Gd,3,Typ,0,Attchd,2,Y,160,0,0,0,0,NA,NA,0,WD,143000
723,20,RL,8120,Pave,NA,AllPub,Inside,1Fam,1Story,4,7,1970,Gable,CompShg,MetalSd,None,0,TA,Gd,CBlock,TA,TA,864,GasA,Ex,Y,SBrkr,864,0,864,0,0,1,0,3,1,TA,5,Typ,0,Detchd,2,Y,0,0,0,0,0,NA,NA,0,WD,124500
724,50,RL,8172,Pave,NA,AllPub,Inside,1Fam,1.5Fin,4,6,1954,Gable,CompShg,MetalSd,None,0,TA,TA,PConc,TA,TA,941,GasA,Ex,Y,SBrkr,997,473,1470,0,0,2,0,4,1,TA,7,Typ,0,Detchd,1,Y,0,0,0,0,156,NA,NA,0,WD,135000
725,20,RL,13286,Pave,NA,AllPub,Inside,1Fam,1Story,9,5,2007,Hip,CompShg,CemntBd,Stone,340,Ex,TA,PConc,Ex,TA,1698,GasA,Ex,Y,SBrkr,1698,0,1698,1,0,2,0,3,1,Ex,8,Typ,1,Attchd,3,Y,327,64,0,0,0,NA,NA,0,WD,320000
727,20,RL,21695,Pave,NA,AllPub,Corner,1Fam,1Story,6,9,1988,Hip,CompShg,Wd Sdng,BrkFace,260,Gd,Gd,CBlock,Gd,TA,880,GasA,Ex,Y,SBrkr,1680,0,1680,1,0,2,0,3,1,Gd,5,Typ,1,Attchd,2,Y,292,44,0,182,0,NA,NA,0,WD,222000
728,20,RL,7314,Pave,NA,AllPub,Inside,1Fam,1Story,7,5,2007,Gable,CompShg,VinylSd,Stone,82,Gd,TA,PConc,Gd,TA,1232,GasA,Ex,Y,SBrkr,1232,0,1232,1,0,2,0,2,1,Gd,6,Typ,0,Attchd,2,Y,132,0,0,0,0,NA,NA,0,WD,194500
729,90,RL,11475,Pave,NA,AllPub,Corner,Duplex,1Story,5,5,1958,Gable,CompShg,VinylSd,BrkFace,95,TA,TA,CBlock,TA,TA,1584,GasA,TA,Y,SBrkr,1776,0,1776,1,0,2,0,4,2,TA,9,Typ,0,Detchd,3,Y,0,25,0,0,0,NA,NA,0,COD,110000
730,30,RM,6240,Pave,Grvl,AllPub,Inside,1Fam,1.5Fin,4,5,1925,Gable,CompShg,MetalSd,None,0,TA,TA,CBlock,TA,TA,780,GasA,TA,Y,FuseA,848,0,1208,0,0,1,0,2,1,TA,5,Typ,0,Detchd,2,Y,0,23,112,0,0,NA,NA,0,WD,103000
731,120,RL,5389,Pave,NA,AllPub,Inside,TwnhsE,1Story,8,5,1995,Gable,CompShg,CemntBd,None,0,Gd,TA,PConc,Gd,TA,1595,GasA,Ex,Y,SBrkr,1616,0,1616,1,0,2,0,2,1,Gd,5,Typ,1,Attchd,2,Y,237,152,0,0,0,NA,NA,0,WD,236500
732,80,RL,9590,Pave,NA,AllPub,Corner,1Fam,SLvl,7,5,2003,Gable,CompShg,VinylSd,BrkFace,442,Gd,TA,PConc,Ex,TA,868,GasA,Ex,Y,SBrkr,1146,0,1146,1,0,2,0,3,1,Gd,6,Typ,1,Attchd,2,Y,160,22,0,0,0,NA,NA,0,WD,187500
733,60,RL,11404,Pave,NA,AllPub,Inside,1Fam,2Story,7,5,1998,Gable,CompShg,VinylSd,BrkFace,202,Gd,TA,PConc,Gd,TA,1153,GasA,Ex,Y,SBrkr,1153,878,2031,0,0,2,1,3,1,Gd,8,Typ,1,Attchd,2,Y,192,84,0,0,0,NA,NA,0,WD,222500
735,20,RL,8978,Pave,NA,AllPub,Corner,1Fam,1Story,5,5,1968,Gable,CompShg,Plywood,None,0,TA,TA,PConc,TA,TA,948,GasA,TA,Y,SBrkr,948,0,948,0,0,1,0,3,1,TA,6,Typ,0,Attchd,1,Y,147,0,0,0,0,NA,NA,0,WD,108000
736,75,RM,10800,Pave,NA,AllPub,Inside,1Fam,2.5Unf,7,7,1914,Gable,CompShg,Wd Sdng,None,0,TA,TA,BrkTil,Gd,TA,880,GasW,Fa,N,SBrkr,880,888,1768,0,0,1,1,2,1,TA,6,Typ,2,Detchd,2,N,0,341,0,0,0,NA,NA,0,WD,163000
737,90,RL,8544,Pave,NA,AllPub,Inside,Duplex,1Story,3,4,1950,Gable,CompShg,Stucco,None,0,TA,TA,CBlock,NA,NA,0,GasA,Gd,N,FuseF,1040,0,1040,0,0,2,0,2,2,TA,6,Typ,0,Detchd,2,Y,0,0,0,0,0,NA,NA,0,WD,93500
738,60,RL,10463,Pave,NA,AllPub,CulDSac,1Fam,2Story,8,5,2005,Gable,CompShg,VinylSd,None,0,Gd,TA,PConc,Gd,TA,893,GasA,Ex,Y,SBrkr,901,900,1801,0,0,2,1,3,1,Gd,8,Typ,1,Attchd,3,Y,0,116,0,0,0,NA,NA,0,WD,239900
739,90,RL,10800,Pave,NA,AllPub,Inside,Duplex,1Story,5,5,1987,Gable,CompShg,Plywood,None,0,TA,TA,CBlock,Gd,Gd,1200,GasA,TA,Y,SBrkr,1200,0,1200,3,0,3,0,3,1,TA,5,Typ,0,NA,0,Y,120,0,0,0,0,NA,NA,0,WD,179000
740,60,RL,9313,Pave,NA,AllPub,Inside,1Fam,2Story,7,5,2004,Gable,CompShg,VinylSd,None,0,Gd,TA,PConc,Gd,TA,864,GasA,Ex,Y,SBrkr,864,864,1728,0,0,2,1,3,1,Gd,7,Typ,0,Attchd,2,Y,187,56,0,0,0,NA,NA,0,WD,190000
741,70,RM,9600,Pave,Grvl,AllPub,Inside,1Fam,2Story,5,7,1910,Gable,CompShg,Wd Sdng,None,0,TA,Gd,BrkTil,Fa,Fa,264,GasA,Ex,Y,SBrkr,768,664,1432,0,0,2,0,2,1,TA,7,Typ,0,Detchd,2,Y,270,0,112,0,0,GdPrv,NA,0,WD,132000
742,20,RL,6768,Pave,NA,AllPub,Inside,1Fam,1Story,6,8,1961,Hip,CompShg,HdBoard,None,0,TA,Gd,CBlock,TA,TA,912,GasA,Gd,Y,SBrkr,912,0,912,1,1,1,0,3,1,Gd,5,Typ,0,Detchd,1,Y,168,0,0,0,0,GdPrv,NA,0,WD,142000
